"code_ogr_savoir","libelle_savoir","categorie_savoir","sous_categorie_savoir","transition_eco","transition_num"
"494344","Evaluation des risques sur site","Normes et procédés","Règlementations, normes","N","N"
"494347","Evaluation des taxes douanières","Normes et procédés","Règlementations, normes","N","N"
"494348","Evaluation des travaux artistiques","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494349","Evaluation des véhicules d'occasion pour reprise","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494350","Evaluation d'impact social","Domaines d'expertise","Sciences humaines","N","N"
"494351","Evaluation d'impact socio-économique","Domaines d'expertise","Sciences humaines","N","N"
"494352","Evaluation du bien-être animal","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494353","Evaluation du crédit","Domaines d'expertise","Expertises techniques","N","O"
"494355","Evaluation environnementale des sites d'exploration","Domaines d'expertise","Expertises scientifiques","N","N"
"494356","Evaluation environnementale par cartographie","Domaines d'expertise","Expertises scientifiques","O","N"
"494358","Evaluation et gestion du risque sanitaire en opérations militaires","Normes et procédés","Règlementations, normes","N","N"
"494359","Evaluation immobilière","Domaines d'expertise","Expertises techniques","N","N"
"494361","Evaluation psychologique des détenus","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494364","Expertise en accords internationaux","Domaines d'expertise","Expertises techniques","N","N"
"494365","Expertise en droit international","Domaines d'expertise","Sciences humaines","N","N"
"494366","Expertise en gestion des ambassades","Domaines d'expertise","Sciences humaines","N","N"
"494373","Formation à la conduite sécuritaire des véhicules de loisirs","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494375","Formation à la gestion de crise en milieu carcéral","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494378","Formation à la gestion du stress","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494383","Formation à la prévention des risques professionnels","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494385","Formation à la sécurité fluviale","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","N"
"494394","Formation à l'utilisation des défibrillateurs","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494398","Formation au combat rapproché","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494400","Formation aux aides auditives connectées","Produits, outils et matières","Produits finis, services","N","O"
"494402","Formation aux équipements d'assistance respiratoire","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494403","Formation aux gestes d'urgence","Normes et procédés","Règlementations, normes","N","N"
"494410","Formation aux normes ISO pour ateliers","Normes et procédés","Règlementations, normes","O","N"
"494418","Formation aux nouvelles recrues sur les techniques de nettoyage","Domaines d'expertise","Expertises techniques","N","N"
"494422","Formation aux nouvelles technologies de scène","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494426","Formation aux outils de santé numérique","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494427","Formation aux outils numériques","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494432","Formation aux premiers secours en milieu carcéral","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494434","Formation aux premiers secours pour le personnel","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494441","Formation aux procédures d'achat","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494444","Formation aux procédures de sécurité","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494453","Formation aux procédures qualité pour les équipes","Domaines d'expertise","Expertises techniques","N","N"
"494458","Techniques de réanimation cardio-pulmonaire (RCP)","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494466","Formation continue du personnel","Domaines d'expertise","Sciences humaines","N","N"
"494480","Formation continue en gastro-entérologie","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494483","Formation continue en législation fiscale","Domaines d'expertise","Expertises techniques","N","N"
"494489","Formation continue en médecine d'urgence","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494493","Formation continue en phlébologie","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494495","Formation continue en radiologie","Domaines d'expertise","Expertises médicales et paramédicales","N","O"
"494506","Formation continue sur les avancées en endocrinologie","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494508","Formation continue sur les innovations de produits","Domaines d'expertise","Expertises techniques","N","N"
"494510","Veille continue sur les innovations technologiques","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494513","Formation continue sur les mises à jour fiscales","Domaines d'expertise","Expertises techniques","N","N"
"494522","Formation continue sur les nouvelles pratiques logistiques","Domaines d'expertise","Expertises techniques","N","O"
"494523","Formation continue sur les nouvelles pratiques médicales militaires","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494529","Formation des agents de conduite","Domaines d'expertise","Expertises techniques","N","N"
"494530","Formation des agents de support technique","Domaines d'expertise","Logiciels, progiciels","N","O"
"494531","Formation des animateurs","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494533","Formation des employés","Domaines d'expertise","Expertises techniques","N","N"
"494534","Formation des employés aux procédures de lavage","Domaines d'expertise","Expertises techniques","N","N"
"494543","Formation des équipes de production","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494544","Formation des nouveaux employés sur les équipements","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494549","Formation des salariés","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494550","Formation des techniciens de service","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494551","Formation des téléopérateurs","Domaines d'expertise","Expertises techniques","N","N"
"494552","Formation des utilisateurs","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494556","Formation des utilisateurs sur le matériel de bureautique","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494557","Formation des utilisateurs sur les bases de données","Domaines d'expertise","Logiciels, progiciels","N","O"
"494576","Formation en matière de douane","Domaines d'expertise","Expertises techniques","N","N"
"494578","Formation en merchandising pour équipes","Normes et procédés","Méthodes, procédés, procédures","N","N"
"494579","Formation en météorologie","Domaines d'expertise","Expertises scientifiques","N","N"
"494580","Formation en modélisation climatique","Techniques professionnelles","Autres techniques professionnelles","O","N"
"494583","Formation en premiers secours pour agents douaniers","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494589","Formation en sécurité portuaire","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494591","Formation en service clientèle","Domaines d'expertise","Expertises techniques","N","N"
"494592","Formation en techniques de bien-être","Techniques professionnelles","Autres techniques professionnelles","N","O"
