"code_centre_interet","libelle_centre_interet","code_ogr_rome","code_rome","libelle_rome","principal"
"24","Je souhaite transmettre","510141","K2141","Formateur / Formatrice conduite d'engins de travaux publics","oui"
"24","Je souhaite transmettre","510151","K2142","Animateur-coordinateur / Animatrice-coordinatrice de formation","oui"
"24","Je souhaite transmettre","510407","K2143","Anthropologue","non"
"24","Je souhaite transmettre","510184","K2144","Directeur / Directrice d'école paramédicale","non"
"24","Je souhaite transmettre","510398","K2145","Formateur / Formatrice de formateurs","non"
"24","Je souhaite transmettre","510310","K2147","Chef / Cheffe de travaux dans l'enseignement technique","oui"
"24","Je souhaite transmettre","510295","K2148","Directeur / Directrice pédagogique","non"
"24","Je souhaite transmettre","426","K2401","Chercheur / Chercheuse en sciences humaines et sociales","non"
"24","Je souhaite transmettre","509819","K2411","Musicologue","oui"
"24","Je souhaite transmettre","437","L1103","Animateur / Animatrice d'antenne","non"
"24","Je souhaite transmettre","442","L1301","Metteur / Metteuse en scène","non"
"24","Je souhaite transmettre","509678","L1517","Chef coiffeur / Cheffe coiffeuse spectacle","non"
"24","Je souhaite transmettre","510594","M1305","Fablab Manager","non"
"24","Je souhaite transmettre","488936","M1413","Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise","non"
"24","Je souhaite transmettre","509408","M1417","Intervenant / Intervenante en Prévention des Risques Professionnels - IPRP","non"
"24","Je souhaite transmettre","489184","M1617","Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable -DIM-)","non"
"25","Je suis amateur / amatrice de sensations fortes","510256","A1214","Patrouilleur modeleur / Patrouilleuse modeleuse VTT","non"
"25","Je suis amateur / amatrice de sensations fortes","160","F1503","Charpentier / Charpentière","non"
"25","Je suis amateur / amatrice de sensations fortes","489030","F1623","Monteur / Monteuse installation réseaux mobiles","non"
"25","Je suis amateur / amatrice de sensations fortes","186","G1205","Opérateur / Opératrice d'attraction","non"
"25","Je suis amateur / amatrice de sensations fortes","489046","G1232","Opérateur / Opératrice de parcours acrobatique dans les arbres","oui"
"25","Je suis amateur / amatrice de sensations fortes","322","I1501","Cordiste","oui"
"25","Je suis amateur / amatrice de sensations fortes","488770","I1506","Chef / Cheffe d'équipe cordiste","oui"
"25","Je suis amateur / amatrice de sensations fortes","509643","J1123","Médecin des armées","non"
"25","Je suis amateur / amatrice de sensations fortes","360","J1504","Infirmier / Infirmière de bloc opératoire (IBODE)","non"
"25","Je suis amateur / amatrice de sensations fortes","488789","L1207","Cascadeur / Cascadeuse","oui"
"25","Je suis amateur / amatrice de sensations fortes","446","L1401","Sportif professionnel / Sportive professionnelle","non"
"25","Je suis amateur / amatrice de sensations fortes","509395","L1403","Cavalier / Cavalière d'entraînement","non"
"25","Je suis amateur / amatrice de sensations fortes","510602","N2208","Contrôleur / Contrôleuse de la circulation et de la défense aérienne","non"
"26","Je suis attiré / attirée par l'envers du décor","509566","B1702","Technicien / Technicienne en ostéologie-moulage","non"
"26","Je suis attiré / attirée par l'envers du décor","127","E1201","Photographe","non"
"26","Je suis attiré / attirée par l'envers du décor","128","E1202","Opérateur / Opératrice de laboratoire cinématographique","oui"
"26","Je suis attiré / attirée par l'envers du décor","129","E1203","Technicien / Technicienne de laboratoire photographique","oui"
"26","Je suis attiré / attirée par l'envers du décor","130","E1204","Technicien / Technicienne d’exploitation cinématographique","oui"
"26","Je suis attiré / attirée par l'envers du décor","404036","E1206","UX - UI Designer","non"
"26","Je suis attiré / attirée par l'envers du décor","509664","E1209","Responsable de laboratoire photographique","oui"
"26","Je suis attiré / attirée par l'envers du décor","512360","E1408","Responsable trafic création","non"
"26","Je suis attiré / attirée par l'envers du décor","509494","F1130","Contrôleur / Contrôleuse technique de la construction (CTC)","non"
"26","Je suis attiré / attirée par l'envers du décor","169","F1609","Solier / Solière","non"
"26","Je suis attiré / attirée par l'envers du décor","509765","F1629","Electricien / Electricienne ferroviaire","non"
"26","Je suis attiré / attirée par l'envers du décor","488348","G1406","Directeur / Directrice d'équipement sportif","non"
"26","Je suis attiré / attirée par l'envers du décor","509693","H2213","Menuisier / Menuisière en construction nautique","non"
"26","Je suis attiré / attirée par l'envers du décor","489085","I1106","Responsable de maintenance réseaux des territoires connectés","non"
"26","Je suis attiré / attirée par l'envers du décor","307","I1201","Agent / Agente technique d'affichage","non"
"26","Je suis attiré / attirée par l'envers du décor","311","I1302","Technicien / Technicienne de maintenance d'installations automatisées","non"
"26","Je suis attiré / attirée par l'envers du décor","509914","I1331","Nivoculteur / Nivocultrice","non"
"26","Je suis attiré / attirée par l'envers du décor","331","I1607","Mécanicien / Mécanicienne motocycles","non"
"26","Je suis attiré / attirée par l'envers du décor","440","L1203","Comédien / Comédienne","non"
"26","Je suis attiré / attirée par l'envers du décor","489202","L1208","Mascotte-personnage","non"
"26","Je suis attiré / attirée par l'envers du décor","510402","L1211","Chorégraphe","non"
"26","Je suis attiré / attirée par l'envers du décor","442","L1301","Metteur / Metteuse en scène","oui"
"26","Je suis attiré / attirée par l'envers du décor","443","L1302","Producteur / Productrice de film","oui"
"26","Je suis attiré / attirée par l'envers du décor","444","L1303","Agent / Agente de talent","oui"
"26","Je suis attiré / attirée par l'envers du décor","445","L1304","Premier assistant réalisateur / Première assistante réalisatrice","oui"
"26","Je suis attiré / attirée par l'envers du décor","489569","L1305","Directeur / Directrice artistique spectacle","non"
"26","Je suis attiré / attirée par l'envers du décor","509920","L1306","Réalisateur / Réalisatrice audiovisuel","oui"
"26","Je suis attiré / attirée par l'envers du décor","510394","L1307","Assistant / Assistante mise en scène","oui"
"26","Je suis attiré / attirée par l'envers du décor","510423","L1308","Directeur / Directrice de production audiovisuelle et cinéma","non"
"26","Je suis attiré / attirée par l'envers du décor","513849","L1309","Coordinateur / Coordinatrice d'intimité","non"
"26","Je suis attiré / attirée par l'envers du décor","447","L1501","Maquilleur / Maquilleuse spectacle","oui"
"26","Je suis attiré / attirée par l'envers du décor","448","L1502","Costumier / Costumière","oui"
"26","Je suis attiré / attirée par l'envers du décor","449","L1503","Accessoiriste","oui"
"26","Je suis attiré / attirée par l'envers du décor","450","L1504","Eclairagiste","oui"
"26","Je suis attiré / attirée par l'envers du décor","451","L1505","Opérateur / Opératrice de prise de vues","oui"
"26","Je suis attiré / attirée par l'envers du décor","452","L1506","Machiniste spectacle","oui"
"26","Je suis attiré / attirée par l'envers du décor","453","L1507","Monteur / Monteuse vidéo","oui"
"26","Je suis attiré / attirée par l'envers du décor","454","L1508","Régisseur / Régisseuse du son","oui"
"26","Je suis attiré / attirée par l'envers du décor","455","L1509","Régisseur / Régisseuse de production","oui"
"26","Je suis attiré / attirée par l'envers du décor","39022","L1510","Animateur / Animatrice 3D - films d'animation","oui"
"26","Je suis attiré / attirée par l'envers du décor","488715","L1511","Technicien / Technicienne spectacle en site de divertissement","oui"
"26","Je suis attiré / attirée par l'envers du décor","489065","L1512","Régisseur / Régisseuse de spectacles","oui"
"26","Je suis attiré / attirée par l'envers du décor","489172","L1513","Scénographe","oui"
"26","Je suis attiré / attirée par l'envers du décor","510478","L1514","Chef opérateur / Cheffe opératrice image","oui"
"26","Je suis attiré / attirée par l'envers du décor","509649","L1515","Technicien / Technicienne plateau","oui"
"26","Je suis attiré / attirée par l'envers du décor","510281","L1516","Coiffeur / Coiffeuse spectacle","oui"
"26","Je suis attiré / attirée par l'envers du décor","509678","L1517","Chef coiffeur / Cheffe coiffeuse spectacle","oui"
"26","Je suis attiré / attirée par l'envers du décor","509776","L1518","Chef habilleur / Cheffe habilleuse","oui"
"26","Je suis attiré / attirée par l'envers du décor","510259","L1519","Technicien / Technicienne vidéo","oui"
"26","Je suis attiré / attirée par l'envers du décor","509826","L1520","Concepteur / Conceptrice de costumes","oui"
"26","Je suis attiré / attirée par l'envers du décor","510191","L1521","Chef / Cheffe accessoiriste","oui"
"26","Je suis attiré / attirée par l'envers du décor","510046","L1522","Opérateur / Opératrice d'effets visuels physiques audiovisuel et cinéma","oui"
"26","Je suis attiré / attirée par l'envers du décor","510144","L1523","Artificier / Artificière spectacle","non"
"26","Je suis attiré / attirée par l'envers du décor","509676","L1524","Chef décorateur / Cheffe décoratrice spectacle","oui"
"26","Je suis attiré / attirée par l'envers du décor","510149","L1525","Chef / Cheffe machiniste spectacle","non"
"26","Je suis attiré / attirée par l'envers du décor","510175","L1526","Régisseur / Régisseuse de scène","non"
"26","Je suis attiré / attirée par l'envers du décor","510180","L1527","Chef constructeur / Cheffe constructrice en décors","oui"
"26","Je suis attiré / attirée par l'envers du décor","488603","M1816","Technicien / Technicienne réseaux informatiques et télécoms","non"
"26","Je suis attiré / attirée par l'envers du décor","488753","M1826","Ingénieur / Ingénieure supervision IT Datacenter","non"
"26","Je suis attiré / attirée par l'envers du décor","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés","non"
"27","Je suis passionné / passionnée par la cuisine","26","A1412","Fromager-affineur / Fromagère-affineuse","oui"
"27","Je suis passionné / passionnée par la cuisine","27","A1413","Brasseur / Brasseuse de bière","oui"
"27","Je suis passionné / passionnée par la cuisine","488334","A1422","Caviste de chai","oui"
"27","Je suis passionné / passionnée par la cuisine","488346","A1423","Œnologue","non"
"27","Je suis passionné / passionnée par la cuisine","509917","A1443","Cidrier / Cidrière","non"
"27","Je suis passionné / passionnée par la cuisine","510192","A1446","Maître / Maîtresse de chai","oui"
"27","Je suis passionné / passionnée par la cuisine","80","D1101","Boucher / Bouchère","oui"
"27","Je suis passionné / passionnée par la cuisine","81","D1102","Boulanger / Boulangère","oui"
"27","Je suis passionné / passionnée par la cuisine","82","D1103","Charcutier-traiteur / Charcutière-traiteuse","oui"
"27","Je suis passionné / passionnée par la cuisine","83","D1104","Pâtissier / Pâtissière","oui"
"27","Je suis passionné / passionnée par la cuisine","84","D1105","Poissonnier / Poissonnière","oui"
"27","Je suis passionné / passionnée par la cuisine","85","D1106","Vendeur / Vendeuse en épicerie","non"
"27","Je suis passionné / passionnée par la cuisine","488597","D1108","Chef boulanger / Cheffe boulangère","oui"
"27","Je suis passionné / passionnée par la cuisine","489178","D1109","Chef boucher / Cheffe bouchère","oui"
"27","Je suis passionné / passionnée par la cuisine","509365","D1110","Vendeur ambulant / Vendeuse ambulante","non"
"27","Je suis passionné / passionnée par la cuisine","509393","D1111","Chef / Cheffe de laboratoire en charcuterie","oui"
