"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"K2409","3","definition","1","L''astronome, expert des mystères de l''univers, joue un rôle crucial dans notre compréhension de l''espace."
"K2409","3","definition","2","Étudie les phénomènes astronomiques à l''aide d''observations et de théories"
"K2409","3","definition","3","Analyse les données collectées par les télescopes et autres instruments d''observation"
"K2409","3","definition","4","Contribue à la rédaction de publications scientifiques pour partager les découvertes avec la communauté internationale"
"K2409","3","definition","5","Participe à des projets de recherche collaboratifs internationaux"
"K2409","3","definition","6","Développe et améliore les méthodes d''observation et de traitement des données astronomiques"
"K2409","3","definition","7","Enseigne et guide les étudiants en astronomie"
"K2409","4","acces_metier","1","Cet emploi est accessible avec un Doctorat en astronomie, correspondant à un niveau Bac + 8. La possession de ce diplôme est obligatoire pour exercer ce métier en France."
"K2410","3","definition","1","L''Astrophysicien explore les mystères de l''univers et contribue à notre compréhension des phénomènes cosmiques."
"K2410","3","definition","2","Étudie les propriétés physiques et chimiques des corps célestes"
"K2410","3","definition","3","Analyse les données recueillies par les télescopes et autres instruments d''observation"
"K2410","3","definition","4","Modélise des phénomènes cosmiques pour prédire leur comportement"
"K2410","3","definition","5","Collabore avec des chercheurs internationaux pour partager des découvertes et des théories"
"K2410","3","definition","6","Publie des articles scientifiques pour diffuser les résultats de ses recherches"
"K2410","3","definition","7","Participe à des conférences et des symposiums pour présenter ses travaux"
"K2410","4","acces_metier","1","Cet emploi est accessible avec un Doctorat en astrophysique (Bac + 8)."
"K2411","3","definition","1","Le musicologue est un expert en étude et analyse des musiques qui assure la compréhension, le partage des connaissances et la préservation du patrimoine musical."
"K2411","3","definition","2","Analyse et étudie les musiques de différentes époques et cultures"
"K2411","3","definition","3","Rédige des articles, des critiques ou des ouvrages spécialisés sur la musique"
"K2411","3","definition","4","Anime des conférences, des séminaires, des ateliers musicaux pour partager ses connaissances"
"K2411","3","definition","5","Collabore avec des institutions culturelles pour la conservation de la musique"
"K2411","3","definition","6","Enseigne la musicologie dans des institutions académiques"
"K2411","3","definition","7","Conseille sur l''acquisition et la préservation d''œuvres musicales"
"K2411","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+3 à Bac+8 en musicologie. Le niveau de formation permet une spécialisation approfondie dans l''étude de la musique, voire la conduite de travaux de recherche."
"K2501","3","definition","1","Le Gardien d''immeuble assure la surveillance, la sécurité des biens et des résidents au sein de l''immeuble ."
"K2501","3","definition","2","Gère l''entretien des parties communes et veille à la propreté des espaces"
"K2501","3","definition","3","Accueille les visiteurs et contrôle l''accès à l''immeuble"
"K2501","3","definition","4","Distribue le courrier et les colis aux résidents"
"K2501","3","definition","5","Peut intervenir en cas de petits travaux de maintenance ou d''urgence"
"K2501","3","definition","6","Assiste les résidents dans la gestion quotidienne de leurs besoins liés à l''immeuble en enregistrant les réclamations"
"K2501","4","acces_metier","1","Cet emploi est accessible sans qualification particulière. Cependant, un diplôme de type CAP Agent de propreté et d''hygiène ou Gardien d''immeubles peut parfois être exigé."
"K2502","3","definition","1","Le responsable sécurité de site assure la protection des biens et des personnes au sein d''une organisation."
"K2502","3","definition","2","Supervise et coordonne les activités de sécurité sur le site"
"K2502","3","definition","3","Elabore et met en œuvre les politiques et procédures de sécurité"
"K2502","3","definition","4","Gère les équipes de sécurité et organise les formations nécessaires"
"K2502","3","definition","5","Effectue les audits de sécurité réguliers pour identifier les vulnérabilités"
"K2502","3","definition","6","Collabore avec les autorités locales en cas d''incidents de sécurité"
"K2502","3","definition","7","Assure la veille technologique pour améliorer les systèmes de sécurité existants"
"K2502","4","acces_metier","1","Ce métier est accessible avec un CQP Agent de Prévention et de Sécurité, ou un bac+2 à bac+3 dans le domaine de la sécurité des biens et des personnes."
"K2502","4","acces_metier","2","Une expérience significative dans la sécurité/sûreté est indispensable."
"K2502","4","acces_metier","3","Des certifications complémentaires comme le Service de Sécurité Incendie et d''Assistance à Personnes (SSIAP2 et SSIAP 3) sont également requises."
"K2503","3","definition","1","L''Agent de prévention et de sécurité assure la protection des biens et des personnes."
"K2503","3","definition","2","Surveille et contrôle l''accès des sites pour garantir la sécurité des biens et des personnes"
"K2503","3","definition","3","Intervient lors des situations d''urgence et gère les incidents de sécurité"
"K2503","3","definition","4","Réalise des rondes de prévention et de détection des anomalies"
"K2503","3","definition","5","Informe et alerte les services compétents (pompiers, forces de l''ordre) en cas de menace sérieuse"
"K2503","3","definition","6","Assure le respect des règles de sécurité au sein des établissements"
"K2503","3","definition","7","Gère l''utilisation des équipements de surveillance et d''alarme"
"K2503","4","acces_metier","1","Cet emploi est accessible avec un diplôme du niveau CAP au niveau BAC. Il faut également être titulaire d''une carte professionnelle délivrée par le CNAPS. Ne pas être inscrit au bulletin n°2 du casier judiciaire, et être détenteur d''un titre de séjour de plus de 5 ans pour les ressortissants étrangers hors UE."
"K2504","3","definition","1","Effectue le filtrage et le contrôle d''accès du public"
"K2504","3","definition","2","Oriente les personnes selon les procédures de sécurité règlementaires et contractuelles"
"K2504","3","definition","3","Participe à la prévention des risques (terroristes, accidents et mouvements de foule)"
"K2504","3","definition","4","Assure la protection des personnes et des biens lors de grands événements"
"K2504","4","acces_metier","1","Cet emploi est réglementé et nécessite une qualification. Un casier judiciaire exempt de toute mention contradictoire et une carte professionnelle valable 5 ans délivrée par le CNAPS (Conseil National des Activités Privées de Sécurité), sont obligatoires. La « carte surveillance grands évènements » (SGE) créée par décret en décembre 2023 pour les Jeux olympiques de Paris, est aussi valable 5 ans."
"K2505","3","definition","1","L''enquêteur privé intervient pour le compte de personnes physiques ou morales, par voie d''enquêtes et de filatures, afin de recueillir, des renseignements de toute nature, rechercher des biens et des débiteurs, rassembler des preuves dans les domaines civil et commercial."
"K2505","3","definition","2","Observe et suit discrètement des individus pour obtenir des preuves de comportements ou d''activités spécifiques"
"K2505","3","definition","3","Effectue des vérifications d''antécédents pour des entreprises ou des particuliers"
